"date","construction_category","realestate_category_name","listings_lower_price","listings","average_lower_counter","listing_days","listings_lower_than_first_price","average_lower_price"
"2025-11-07T00:00:00Z","new","Fjölbýli","119","978","0.31697341513292433538","287.2249488752556237","108","0.95875965390219359925"
"2025-11-07T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","146.3928571428571429","7","0.95424940661970068169"
"2025-11-07T00:00:00Z","old","Fjölbýli","407","1738","0.35212888377445339471","121.7353279631760644","390","0.95929805280480480638"
"2025-11-07T00:00:00Z","old","Sérbýli","79","369","0.28997289972899728997","90.5013550135501355","76","0.95920758908626993294"
"2025-11-06T00:00:00Z","new","Fjölbýli","120","978","0.31901840490797546012","286.7433537832310838","109","0.95847956063369989043"
"2025-11-06T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","145.3928571428571429","7","0.95424940661970068169"
"2025-11-06T00:00:00Z","old","Fjölbýli","408","1724","0.35730858468677494200","122.0661252900232019","392","0.95944950020301380062"
"2025-11-06T00:00:00Z","old","Sérbýli","79","364","0.29395604395604395604","90.8516483516483516","76","0.95907584642628275660"
"2025-11-05T00:00:00Z","new","Fjölbýli","119","980","0.31734693877551020408","285.3918367346938776","109","0.95852916570604576389"
"2025-11-05T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","144.3928571428571429","7","0.95424940661970068169"
"2025-11-05T00:00:00Z","old","Fjölbýli","407","1720","0.35697674418604651163","122.2639534883720930","391","0.95934587931759839914"
"2025-11-05T00:00:00Z","old","Sérbýli","80","366","0.29234972677595628415","90.9617486338797814","76","0.95886334956634541074"
"2025-11-04T00:00:00Z","new","Fjölbýli","117","975","0.31589743589743589744","285.9856410256410256","106","0.95839867146058356040"
"2025-11-04T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","143.3928571428571429","7","0.95424940661970068169"
"2025-11-04T00:00:00Z","old","Fjölbýli","418","1728","0.36284722222222222222","122.0086805555555556","401","0.95963990866150570307"
"2025-11-04T00:00:00Z","old","Sérbýli","78","365","0.28767123287671232877","90.6520547945205479","75","0.95934853094868745015"
"2025-11-03T00:00:00Z","new","Fjölbýli","117","974","0.31416837782340862423","285.2792607802874743","105","0.95875223310159337102"
"2025-11-03T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","142.3928571428571429","7","0.95424940661970068169"
"2025-11-03T00:00:00Z","old","Fjölbýli","417","1728","0.36090225563909774436","121.7582417582417582","400","0.95979517604564432000"
"2025-11-03T00:00:00Z","old","Sérbýli","78","368","0.28455284552845528455","89.6910569105691057","75","0.95934853094868745015"
"2025-11-02T00:00:00Z","new","Fjölbýli","117","973","0.31449126413155190134","284.5724563206577595","107","0.95875223310159337102"
"2025-11-02T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","141.3928571428571429","7","0.95424940661970068169"
"2025-11-02T00:00:00Z","old","Fjölbýli","417","1725","0.36173913043478260870","121.1918840579710145","400","0.95982543712352365933"
"2025-11-02T00:00:00Z","old","Sérbýli","78","369","0.28184281842818428184","88.6070460704607046","74","0.95934853094868745015"
"2025-11-01T00:00:00Z","new","Fjölbýli","117","975","0.31384615384615384615","283.4441025641025641","107","0.95875223310159337102"
"2025-11-01T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","140.3928571428571429","7","0.95424940661970068169"
"2025-11-01T00:00:00Z","old","Fjölbýli","418","1721","0.36374201045903544451","120.8448576409064497","401","0.95969104253009422001"
"2025-11-01T00:00:00Z","old","Sérbýli","78","367","0.28337874659400544959","88.0899182561307902","75","0.95934853094868745015"
"2025-10-31T00:00:00Z","new","Fjölbýli","117","979","0.31052093973442288049","282.3993871297242084","107","0.95894706630746798389"
"2025-10-31T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","139.3928571428571429","7","0.95424940661970068169"
"2025-10-31T00:00:00Z","old","Fjölbýli","421","1724","0.36463768115942028986","119.8191304347826087","404","0.95966271631820250546"
"2025-10-31T00:00:00Z","old","Sérbýli","77","370","0.27837837837837837838","88.3405405405405405","74","0.95962646682668469009"
"2025-10-30T00:00:00Z","new","Fjölbýli","117","981","0.30988786952089704383","281.1406727828746177","108","0.95858339403898784661"
"2025-10-30T00:00:00Z","new","Sérbýli","7","28","0.39285714285714285714","138.3928571428571429","7","0.95424940661970068169"
"2025-10-30T00:00:00Z","old","Fjölbýli","421","1708","0.36826697892271662763","120.2271662763466042","404","0.95960038921554266931"
"2025-10-30T00:00:00Z","old","Sérbýli","77","368","0.27989130434782608696","89.0190217391304348","74","0.95962646682668469009"
"2025-10-29T00:00:00Z","new","Fjölbýli","117","981","0.30988786952089704383","280.1406727828746177","108","0.95858339403898784661"
"2025-10-29T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","142.5185185185185185","7","0.95424940661970068169"
"2025-10-29T00:00:00Z","old","Fjölbýli","426","1708","0.37076023391812865497","120.1228070175438596","408","0.95968744850792856269"
"2025-10-29T00:00:00Z","old","Sérbýli","77","365","0.27671232876712328767","88.8684931506849315","73","0.96015989688866926329"
"2025-10-28T00:00:00Z","new","Fjölbýli","118","983","0.31027466937945066124","280.2360122075279756","109","0.95858339403898784661"
"2025-10-28T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","141.5185185185185185","7","0.95424940661970068169"
"2025-10-28T00:00:00Z","old","Fjölbýli","426","1708","0.37704918032786885246","121.2096018735362998","409","0.95949699074484147538"
"2025-10-28T00:00:00Z","old","Sérbýli","76","362","0.27624309392265193370","88.6298342541436464","73","0.96015989688866926329"
"2025-10-27T00:00:00Z","new","Fjölbýli","115","983","0.30620549338758901322","279.4038657171922686","106","0.95891808078373777288"
"2025-10-27T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","140.5185185185185185","7","0.95424940661970068169"
"2025-10-27T00:00:00Z","old","Fjölbýli","424","1726","0.37195828505214368482","120.1483198146002317","405","0.95930571167461062144"
"2025-10-27T00:00:00Z","old","Sérbýli","77","364","0.27747252747252747253","87.8186813186813187","75","0.96035194743966800754"
"2025-10-26T00:00:00Z","new","Fjölbýli","115","979","0.30643513789581205312","279.5454545454545455","105","0.95816957671517685792"
"2025-10-26T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","139.5185185185185185","7","0.95424940661970068169"
"2025-10-26T00:00:00Z","old","Fjölbýli","421","1711","0.37346580946814728229","120.2209234365867914","404","0.95922336407103256363"
"2025-10-26T00:00:00Z","old","Sérbýli","77","361","0.27977839335180055402","87.5484764542936288","75","0.96035194743966800754"
"2025-10-25T00:00:00Z","new","Fjölbýli","114","979","0.30439223697650663943","278.5454545454545455","104","0.95818313147913419837"
"2025-10-25T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","138.5185185185185185","7","0.95424940661970068169"
"2025-10-25T00:00:00Z","old","Fjölbýli","421","1710","0.37309941520467836257","119.4649122807017544","404","0.95926839027812559688"
"2025-10-25T00:00:00Z","old","Sérbýli","77","358","0.28212290502793296089","87.2821229050279330","75","0.96035194743966800754"
"2025-10-24T00:00:00Z","new","Fjölbýli","113","978","0.30265848670756646217","277.8302658486707566","103","0.95818677750775370567"
"2025-10-24T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","137.5185185185185185","7","0.95424940661970068169"
"2025-10-24T00:00:00Z","old","Fjölbýli","419","1713","0.37186223000583771162","118.5440747227086982","403","0.95903983113247839945"
"2025-10-24T00:00:00Z","old","Sérbýli","75","360","0.27146814404432132964","86.5817174515235457","73","0.96164720525671649165"
"2025-10-23T00:00:00Z","new","Fjölbýli","113","984","0.29979674796747967480","275.7530487804878049","103","0.95856033614025724263"
"2025-10-23T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","136.5185185185185185","7","0.95424940661970068169"
"2025-10-23T00:00:00Z","old","Fjölbýli","416","1718","0.36786961583236321304","117.9755529685681024","400","0.95988523200106301979"
"2025-10-23T00:00:00Z","old","Sérbýli","74","363","0.26721763085399449036","86.1707988980716253","72","0.96276192177215800947"
"2025-10-22T00:00:00Z","new","Fjölbýli","113","983","0.29908443540183112920","275.3814852492370295","103","0.95894242260114869282"
"2025-10-22T00:00:00Z","new","Sérbýli","7","27","0.40740740740740740741","135.5185185185185185","7","0.95424940661970068169"
"2025-10-22T00:00:00Z","old","Fjölbýli","409","1704","0.36678403755868544601","118.2734741784037559","394","0.95991305124135921625"
"2025-10-22T00:00:00Z","old","Sérbýli","73","360","0.26666666666666666667","85.8888888888888889","71","0.96240933409532739178"
"2025-10-21T00:00:00Z","new","Fjölbýli","113","984","0.29776422764227642276","274.1788617886178862","103","0.95820047058562897816"
"2025-10-21T00:00:00Z","new","Sérbýli","6","27","0.29629629629629629630","134.5185185185185185","6","0.95792810296423666054"
"2025-10-21T00:00:00Z","old","Fjölbýli","411","1701","0.36743092298647854203","118.2034097589653145","396","0.96010639552637751048"
"2025-10-21T00:00:00Z","old","Sérbýli","72","357","0.26610644257703081232","85.7142857142857143","70","0.96277302404978009052"
"2025-10-20T00:00:00Z","new","Fjölbýli","113","984","0.29776422764227642276","273.1788617886178862","103","0.95820047058562897816"
"2025-10-20T00:00:00Z","new","Sérbýli","6","27","0.29629629629629629630","133.5185185185185185","6","0.95792810296423666054"
"2025-10-20T00:00:00Z","old","Fjölbýli","415","1713","0.36777583187390542907","117.4979568009340339","400","0.96033551539226938994"
"2025-10-20T00:00:00Z","old","Sérbýli","69","357","0.25490196078431372549","85.0028011204481793","67","0.96288923926952883758"
"2025-10-19T00:00:00Z","new","Fjölbýli","114","985","0.29644670050761421320","272.1380710659898477","103","0.95853686127658425299"
"2025-10-19T00:00:00Z","new","Sérbýli","6","27","0.29629629629629629630","132.5185185185185185","6","0.95792810296423666054"
"2025-10-19T00:00:00Z","old","Fjölbýli","415","1709","0.36959064327485380117","117.1719298245614035","400","0.96023928236036971903"
"2025-10-19T00:00:00Z","old","Sérbýli","68","351","0.25641025641025641026","85.4558404558404558","66","0.96256906672952743046"
"2025-10-18T00:00:00Z","new","Fjölbýli","114","984","0.29674796747967479675","271.4146341463414634","104","0.95815067823665679835"
"2025-10-18T00:00:00Z","new","Sérbýli","6","27","0.29629629629629629630","131.5185185185185185","6","0.95792810296423666054"
"2025-10-18T00:00:00Z","old","Fjölbýli","413","1714","0.36756126021003500583","115.9159859976662777","398","0.96044814574566878484"
"2025-10-18T00:00:00Z","old","Sérbýli","68","350","0.25714285714285714286","84.7000000000000000","66","0.96256906672952743046"
"2025-10-17T00:00:00Z","new","Fjölbýli","114","986","0.29614604462474645030","270.2687626774847870","104","0.95815067823665679835"
"2025-10-17T00:00:00Z","new","Sérbýli","6","27","0.29629629629629629630","130.5185185185185185","6","0.95792810296423666054"
"2025-10-17T00:00:00Z","old","Fjölbýli","419","1725","0.37253765932792584009","115.3870220162224797","404","0.96045307218653744780"
"2025-10-17T00:00:00Z","old","Sérbýli","67","353","0.25212464589235127479","83.5524079320113314","65","0.96261966379481752478"
"2025-10-16T00:00:00Z","new","Fjölbýli","114","988","0.30060728744939271255","269.1386639676113360","104","0.95815594831379436260"
"2025-10-16T00:00:00Z","new","Sérbýli","6","26","0.30769230769230769231","134.5384615384615385","6","0.95792810296423666054"
"2025-10-16T00:00:00Z","old","Fjölbýli","421","1721","0.37361998837884950610","115.5456130156885532","406","0.96036348694450850107"
"2025-10-16T00:00:00Z","old","Sérbýli","66","347","0.25072046109510086455","84.1786743515850144","64","0.96291623392384815143"
"2025-10-15T00:00:00Z","new","Fjölbýli","117","1000","0.30000000000000000000","268.2490000000000000","107","0.95766179390708203405"
"2025-10-15T00:00:00Z","new","Sérbýli","6","26","0.23076923076923076923","133.5384615384615385","6","0.96162013232039291306"
"2025-10-15T00:00:00Z","old","Fjölbýli","418","1714","0.37317784256559766764","115.3784256559766764","403","0.96047290244191178501"
"2025-10-15T00:00:00Z","old","Sérbýli","65","340","0.25294117647058823529","85.3470588235294118","63","0.96297484897350161837"
"2025-10-14T00:00:00Z","new","Fjölbýli","117","1000","0.30000000000000000000","267.2490000000000000","109","0.95803330391046769532"
"2025-10-14T00:00:00Z","new","Sérbýli","6","26","0.23076923076923076923","132.5384615384615385","6","0.96162013232039291306"
"2025-10-14T00:00:00Z","old","Fjölbýli","425","1714","0.37981330221703617270","115.7491248541423571","410","0.96020246542496654160"
"2025-10-14T00:00:00Z","old","Sérbýli","65","337","0.25519287833827893175","86.0148367952522255","63","0.96289440386468296015"
"2025-10-13T00:00:00Z","new","Fjölbýli","112","1003","0.29083665338645418327","265.7091633466135458","101","0.95814147579274829860"
"2025-10-13T00:00:00Z","new","Sérbýli","6","26","0.23076923076923076923","131.5384615384615385","6","0.96162013232039291306"
"2025-10-13T00:00:00Z","old","Fjölbýli","419","1721","0.37478210342823939570","115.3585124927367809","404","0.95992409957657511823"
"2025-10-13T00:00:00Z","old","Sérbýli","65","338","0.25443786982248520710","85.0650887573964497","63","0.96289440386468296015"
"2025-10-12T00:00:00Z","new","Fjölbýli","113","1004","0.29183266932270916335","264.8575697211155378","103","0.95845674205331193042"
"2025-10-12T00:00:00Z","new","Sérbýli","6","26","0.23076923076923076923","130.5384615384615385","6","0.96162013232039291306"
"2025-10-12T00:00:00Z","old","Fjölbýli","417","1702","0.37661574618096357227","115.8625146886016451","402","0.95991420668159803509"
"2025-10-12T00:00:00Z","old","Sérbýli","65","336","0.25595238095238095238","84.5714285714285714","63","0.96289440386468296015"
"2025-10-11T00:00:00Z","new","Fjölbýli","113","1005","0.29154228855721393035","263.9582089552238806","103","0.95845674205331193042"
"2025-10-11T00:00:00Z","new","Sérbýli","6","26","0.23076923076923076923","129.5384615384615385","6","0.96162013232039291306"
"2025-10-11T00:00:00Z","old","Fjölbýli","418","1704","0.37676056338028169014","114.9372065727699531","403","0.95998843840481422079"
"2025-10-11T00:00:00Z","old","Sérbýli","65","335","0.25671641791044776119","83.8238805970149254","63","0.96289440386468296015"
"2025-10-10T00:00:00Z","new","Fjölbýli","113","1008","0.29067460317460317460","262.9553571428571429","105","0.95916522915539467620"
"2025-10-10T00:00:00Z","new","Sérbýli","6","27","0.22222222222222222222","135.9629629629629630","6","0.96162013232039291306"
"2025-10-10T00:00:00Z","old","Fjölbýli","418","1715","0.37412587412587412587","113.6159673659673660","403","0.95999301077420959787"
"2025-10-10T00:00:00Z","old","Sérbýli","65","337","0.25816023738872403561","82.9347181008902077","63","0.96086476744399207957"
"2025-10-09T00:00:00Z","new","Fjölbýli","114","1012","0.29051383399209486166","261.9130434782608696","106","0.95918860323663842523"
"2025-10-09T00:00:00Z","new","Sérbýli","4","26","0.15384615384615384615","140.1923076923076923","4","0.95270417108332909562"
"2025-10-09T00:00:00Z","old","Fjölbýli","419","1714","0.37339556592765460910","113.6476079346557760","402","0.95928754215460569411"
"2025-10-09T00:00:00Z","old","Sérbýli","67","336","0.26190476190476190476","85.4970238095238095","65","0.96130845297945532598"
"2025-10-08T00:00:00Z","new","Fjölbýli","114","1013","0.28923988153998025666","260.6702862783810464","106","0.95916058588677580522"
"2025-10-08T00:00:00Z","new","Sérbýli","4","26","0.15384615384615384615","139.1923076923076923","4","0.95270417108332909562"
"2025-10-08T00:00:00Z","old","Fjölbýli","416","1714","0.36872812135355892649","113.5250875145857643","399","0.95935318003609908698"
"2025-10-08T00:00:00Z","old","Sérbýli","65","336","0.25595238095238095238","85.2321428571428571","63","0.96207408126466384249"
"2025-10-07T00:00:00Z","new","Fjölbýli","115","1016","0.28740157480314960630","259.2480314960629921","104","0.95938277180007558814"
"2025-10-07T00:00:00Z","new","Sérbýli","4","26","0.15384615384615384615","138.1923076923076923","4","0.95270417108332909562"
"2025-10-07T00:00:00Z","old","Fjölbýli","415","1712","0.36740654205607476636","113.8136682242990654","398","0.95981131557104613647"
"2025-10-07T00:00:00Z","old","Sérbýli","66","334","0.26047904191616766467","85.4011976047904192","64","0.96154351602813188275"
"2025-10-06T00:00:00Z","new","Fjölbýli","115","1023","0.28347996089931573803","257.4134897360703812","104","0.95979831453216691074"
"2025-10-06T00:00:00Z","new","Sérbýli","4","20","0.20000000000000000000","178.6500000000000000","4","0.95270417108332909562"
"2025-10-06T00:00:00Z","old","Fjölbýli","411","1732","0.36027713625866050808","113.4336027713625866","397","0.95953276865010428528"
"2025-10-06T00:00:00Z","old","Sérbýli","68","330","0.27190332326283987915","87.6314199395770393","66","0.96159617390835477446"
"2025-10-05T00:00:00Z","new","Fjölbýli","109","1022","0.27788649706457925636","256.6653620352250489","99","0.96001228253412237720"
"2025-10-05T00:00:00Z","new","Sérbýli","4","20","0.20000000000000000000","177.6500000000000000","4","0.95270417108332909562"
"2025-10-05T00:00:00Z","old","Fjölbýli","411","1724","0.36136890951276102088","113.1015081206496520","397","0.95958342473682132814"
"2025-10-05T00:00:00Z","old","Sérbýli","68","326","0.27607361963190184049","88.0306748466257669","66","0.96159617390835477446"
"2025-10-04T00:00:00Z","new","Fjölbýli","109","1023","0.27761485826001955034","255.9217986314760508","99","0.96001228253412237720"
"2025-10-04T00:00:00Z","new","Sérbýli","4","20","0.20000000000000000000","176.6500000000000000","4","0.95270417108332909562"
"2025-10-04T00:00:00Z","old","Fjölbýli","410","1724","0.36078886310904872390","112.2349187935034803","396","0.95989656923269097540"
"2025-10-04T00:00:00Z","old","Sérbýli","68","323","0.27863777089783281734","87.8482972136222910","66","0.96159617390835477446"
"2025-10-03T00:00:00Z","new","Fjölbýli","109","1030","0.27475728155339805825","254.3223300970873786","98","0.96008755998930450261"
"2025-10-03T00:00:00Z","new","Sérbýli","4","20","0.20000000000000000000","175.6500000000000000","4","0.95270417108332909562"
"2025-10-03T00:00:00Z","old","Fjölbýli","409","1733","0.36122331217541834968","111.9561454125793422","395","0.95949381494463595946"
"2025-10-03T00:00:00Z","old","Sérbýli","66","325","0.26769230769230769231","86.9015384615384615","64","0.96151131218256683927"
"2025-10-02T00:00:00Z","new","Fjölbýli","110","1030","0.27766990291262135922","254.6087378640776699","100","0.95991979662095120544"
"2025-10-02T00:00:00Z","new","Sérbýli","5","21","0.28571428571428571429","194.9047619047619048","5","0.91738721746367820187"
"2025-10-02T00:00:00Z","old","Fjölbýli","404","1727","0.35784597568037058483","111.6629994209612044","390","0.95935719537793434934"
"2025-10-02T00:00:00Z","old","Sérbýli","66","325","0.26461538461538461538","86.8584615384615385","64","0.96215825146543284480"
"2025-10-01T00:00:00Z","new","Fjölbýli","110","1031","0.27740058195926285160","254.2075654704170708","101","0.96026229524592975044"
"2025-10-01T00:00:00Z","new","Sérbýli","5","21","0.28571428571428571429","193.9047619047619048","5","0.91738721746367820187"
"2025-10-01T00:00:00Z","old","Fjölbýli","404","1732","0.35796766743648960739","112.5219399538106236","390","0.95925026772239692498"
"2025-10-01T00:00:00Z","old","Sérbýli","65","325","0.25846153846153846154","86.7384615384615385","63","0.96462614948535143192"
"2025-09-30T00:00:00Z","new","Fjölbýli","100","1036","0.26737451737451737452","253.4102316602316602","90","0.96129460641834776259"
"2025-09-30T00:00:00Z","new","Sérbýli","4","21","0.23809523809523809524","192.9047619047619048","4","0.91070050227652512664"
"2025-09-30T00:00:00Z","old","Fjölbýli","398","1730","0.35202312138728323699","111.8479768786127168","385","0.95911040356607004309"
"2025-09-30T00:00:00Z","old","Sérbýli","62","329","0.24316109422492401216","85.9240121580547112","59","0.96408567341521504285"
"2025-09-29T00:00:00Z","new","Fjölbýli","101","1037","0.26711668273866923819","253.0472516875602700","90","0.96129460641834776259"
"2025-09-29T00:00:00Z","new","Sérbýli","4","22","0.22727272727272727273","188.5454545454545455","4","0.91070050227652512664"
"2025-09-29T00:00:00Z","old","Fjölbýli","396","1730","0.35144508670520231214","111.4924855491329480","383","0.95890931705722192949"
"2025-09-29T00:00:00Z","old","Sérbýli","61","327","0.24159021406727828746","85.5565749235474006","58","0.96413284400552529293"
"2025-09-28T00:00:00Z","new","Fjölbýli","101","1038","0.26589595375722543353","252.1040462427745665","89","0.96092066901518133273"
"2025-09-28T00:00:00Z","new","Sérbýli","4","22","0.22727272727272727273","187.5454545454545455","4","0.91070050227652512664"
"2025-09-28T00:00:00Z","old","Fjölbýli","395","1710","0.35497076023391812865","111.8064327485380117","382","0.95881828617716311657"
"2025-09-28T00:00:00Z","old","Sérbýli","61","323","0.24458204334365325077","85.6532507739938080","58","0.96413284400552529293"
"2025-09-27T00:00:00Z","new","Fjölbýli","101","1037","0.26615236258437801350","251.3471552555448409","90","0.96129460641834776259"
"2025-09-27T00:00:00Z","new","Sérbýli","4","22","0.22727272727272727273","186.5454545454545455","4","0.91070050227652512664"
"2025-09-27T00:00:00Z","old","Fjölbýli","395","1709","0.35634874195435927443","110.9894675248683441","382","0.95851029991383889312"
"2025-09-27T00:00:00Z","old","Sérbýli","63","327","0.25382262996941896024","85.4740061162079511","60","0.96065793313842033286"
"2025-09-26T00:00:00Z","new","Fjölbýli","102","1014","0.27317554240631163708","257.2149901380670611","89","0.96074149366970886974"
"2025-09-26T00:00:00Z","new","Sérbýli","4","22","0.22727272727272727273","185.5454545454545455","4","0.91070050227652512664"
"2025-09-26T00:00:00Z","old","Fjölbýli","391","1717","0.34944670937682003494","109.5358182877111241","378","0.95883855656847831554"
"2025-09-26T00:00:00Z","old","Sérbýli","62","325","0.25230769230769230769","85.0000000000000000","59","0.96008703759103454615"
"2025-09-25T00:00:00Z","new","Fjölbýli","103","1003","0.27716849451645064806","259.6490528414755733","91","0.96109121160094015350"
"2025-09-25T00:00:00Z","new","Sérbýli","4","22","0.22727272727272727273","184.5454545454545455","4","0.91070050227652512664"
"2025-09-25T00:00:00Z","old","Fjölbýli","391","1704","0.35052754982415005862","109.8892145369284877","377","0.95905222431669751878"
"2025-09-25T00:00:00Z","old","Sérbýli","61","328","0.24695121951219512195","85.0304878048780488","58","0.95981125774473748410"
"2025-09-24T00:00:00Z","new","Fjölbýli","104","1006","0.27733598409542743539","258.7992047713717694","93","0.96187072278153126147"
"2025-09-24T00:00:00Z","new","Sérbýli","5","23","0.34782608695652173913","199.0000000000000000","5","0.88014660871777182545"
"2025-09-24T00:00:00Z","old","Fjölbýli","386","1700","0.34705882352941176471","110.2988235294117647","372","0.95956517836453312211"
"2025-09-24T00:00:00Z","old","Sérbýli","59","326","0.23312883435582822086","83.4233128834355828","55","0.96275832807203142810"
